ID,Offset_fault
ID_35NEXV4ZCS5J,1
ID_3W1WIR2JU92G,1
ID_XGVFYDNABF5V,1
ID_TB6VV414FF6F,0
ID_94KNI7KRRNR9,0
ID_4YJLLAAVJKML,1
ID_OKOKIONFJ2IC,0
ID_QELPHFSKOEWD,1
ID_K74L15EOC03J,0
ID_PARSTCQENYC1,0
ID_GVT7XWFVZN2C,0
ID_YXCU4VEVPSJW,0
ID_2JPPCOGA3F5G,0
ID_EEZDWWIKURRD,0
ID_VA95E8EZD9YZ,0
ID_3YQ5IW3BTUX1,0
ID_18GRMMFWQ6K5,0
ID_K1XDSZ6RTZW1,1
ID_F2BJ991W8GQ4,1
ID_HL007MIM9DPU,0
ID_RMTV1Z03BG6F,0
ID_1VGMLZL3CY2V,0
ID_YF6VYAL2EANA,0
ID_TQA3D0XIOZHJ,1
ID_RGH1FPJF1HFG,1
ID_LWQZ6OFFLZ25,0
ID_V2NOOLDDO9W4,1
ID_D2NXHHRYC6NC,0
ID_RZQZQC1Z50DU,1
ID_RJ9SYJNSKA4D,0
ID_E524MBQZ2YFZ,0
ID_H3HD94Y6QWPW,0
ID_M0SIM1PS75QZ,0
ID_ESZCU1ZRANEO,0
ID_CILOVTQQMA18,1
ID_9YMNV4AIZCX5,0
ID_WHZL425N7Z90,0
ID_FF03PNRDETUI,0
ID_DF364MQOYMCQ,0
ID_57KW87H1230J,0
ID_7FLA583T6OA3,1
ID_R1FHJ7IWIHIU,0
ID_BA9SUOPUETLH,0
ID_VOD752C7QQDY,0
ID_DBGZLGLK4GIQ,1
ID_TTJLUQ99H1D0,0
ID_GYB7P3PHEBMN,1
ID_2ZAF68OH3B88,0
ID_89H8SBAUVDLJ,0
ID_3TW1LO2LEUEM,1
ID_1GET13C8WNUI,0
ID_H3A9BW4USQO5,1
ID_855RO8BCL19E,0
ID_5X25OLDMG4QY,1
ID_WXK9L6GM9IS9,1
ID_FDHA01BOJXWQ,1
ID_OUYLRCMQ4GWX,1
ID_2Q7T4RJXABEN,1
ID_2TNJLX8JDOHB,0
ID_S1O8GHAYMYJ7,0
ID_O7Y91U3C8IO8,0
ID_BIKGJEJRQ2RZ,0
ID_VV36EBVYLWPZ,0
ID_1E0W4FV5EL1G,1
ID_7CPG0IU7QC6K,0
ID_IZ9ZVV0X8GI0,0
ID_YD3O97VJD43C,0
ID_YPUKXXYK6ATQ,0
ID_8A75X8WTCOEP,0
ID_KCWFTP029W5G,1
ID_W3NOQYQ03YTE,0
ID_VCSBDHFZ296J,0
ID_2QSOHHH44XE4,0
ID_WU64BHFLTCBW,1
ID_U3KCDCZCDLC0,0
ID_N513C84B8U76,0
ID_061MHCCABM15,0
ID_FK9XBVS7NJU1,0
ID_RGPE1KJRZZMF,1
ID_I6RQHGW32LN0,0
ID_DVIDW7OASY4S,0
ID_070T50RF28MF,0
ID_88WDWNNGZPQK,0
ID_EE62OA1V2GTM,0
ID_BCDMIR1G3WNV,1
ID_8JM8H4YUAMOR,0
ID_DL4219U0GV1C,0
ID_AD2TL8P3HAHW,0
ID_GLZKVWR55GLS,0
ID_HFLVX1RBOM0X,0
ID_VZNSMRJBPWBD,1
ID_WQ4P7CXAF79W,0
ID_6HWHXRB9ALB1,0
ID_I425PZCPYJAT,0
ID_V0NYMU89OJXD,0
ID_ZNK82FX8CQUP,1
ID_NQFG807A8YVQ,0
ID_GYGZE6VHJFDT,0
ID_Q1TMPRIYWWMD,0
ID_O119M1N5QLVK,0
ID_UFMIB980ZT9B,0
ID_UU7CNHXN5XHL,0
ID_5711EES1R7FU,1
ID_QPZHG8U0QQEJ,0
ID_2KBJ35ALCDIA,1
ID_TTTSFDV2VMP6,0
ID_9RTAKJCNZ1ZY,0
ID_20YM33X8416I,0
ID_KHA8QKM2OGJV,1
ID_T075IBYW4FH0,0
ID_UHYIGVFBSD8Q,0
ID_3ULBHB2QAQIG,1
ID_TTX72BWHMFPK,0
ID_YY1LIWKH8INZ,1
ID_OP4LXHL8R6VE,0
ID_XAJT42Y7BG4M,0
ID_JQDCWAWJSD5Q,0
ID_DCGHQCOTU6UL,1
ID_2BDTFCMQIYZC,0
ID_FY46IG8UG7ES,0
ID_ODUU2DSZZJJM,0
ID_IRDYDMC85KGC,0
ID_7I5WI1R9INHD,0
ID_A5C3PUG8ERIZ,0
ID_ZRMU23FDDKWJ,1
ID_O6DW2M583P50,0
ID_Y758SOUDT85X,0
ID_5DZVAV0KR5SP,0
ID_VPMNUGMAZI51,0
ID_EB8RUWLKPBU2,0
ID_R2HZ1ZH3EEY9,1
ID_DEECOF45XRKX,0
ID_WFS4RJPNNVFS,0
ID_HNS9J6OHKJCG,0
ID_OAKSFMGANH0M,0
ID_GI9ALHME3Z1P,0
ID_RIIKR5VJ576Z,0
ID_BMAMU3EU8D2T,0
ID_V4MJBZ5IBDHL,0
ID_NBPPBJ4I1A1J,0
ID_TNKJMAURARFO,0
ID_CFWG1KC4S6R9,0
ID_CLZNMOIIZ0KD,0
ID_2P9AEB7T6YKL,0
ID_FU8WN5XK526X,1
ID_Y5CVPDVGC33O,0
ID_GFJ53ODB7100,0
ID_7A8FET71DV52,0
ID_XG3VXQAO8A43,1
ID_HPNR6WU8V44H,0
ID_BM4N4O9BOLO8,0
ID_DNGEG24K1782,0
ID_V90RTVT30F9F,0
ID_JELLOJ5R37DJ,0
ID_N316LXZV91KS,1
ID_PLTY06F6LYPB,0
ID_JWQEJD56QKUQ,0
ID_OYBFAZ63PZOG,0
ID_6RFCEJ10MV98,0
ID_NJWJ56NUF2SG,0
ID_1HKXQ7BRH2T0,0
ID_FICV9Z0OXBXQ,0
ID_ORYU26FSHMAI,0
ID_6WGS0RRCC8RC,1
ID_CIWA3BVLX9LG,0
ID_5EH1MUWPGEI0,1
ID_CZ3QSK3PPC4P,0
ID_BR29R7OTF4A1,0
ID_II1DXOHNBR4V,1
ID_7B5ZD6C0H7GD,0
ID_FNRP53H14C2B,0
ID_CU176HENU2P7,0
ID_6C0AQR2JTSK9,0
ID_H93B0HJ61P1Y,0
ID_2SXKVC9EMU6T,0
ID_XE8IG2ERN0GD,1
ID_J5KUJP3W0ZHD,1
ID_QDROPIMJCDKT,0
ID_ALCMMNJWPSA5,0
ID_BHY4NX581OXV,0
ID_NSCYBDA2VMLK,0
ID_9GGUTNL5DSVB,0
ID_53SY2B0AQ9MB,0
ID_9BSSZ42DB8DF,0
ID_BLCVXFEP3UVN,0
ID_123QWBRK6CEK,1
ID_SU97R0BB8089,0
ID_N9DSDEGKVRIF,1
ID_JPNNCLCNR0HA,0
ID_FCHELX2HVZO4,0
ID_5HQWU9OB3RQ5,0
ID_Y2LVEDQW3EAD,0
ID_7AE24B31FQN1,0
ID_K4XI4TNZHWVM,0
ID_4APHNDSBIGIN,1
ID_PSSZJ1EFGT8W,1
ID_KIDQUOO7A78B,0
ID_LPYBOZPL519P,0
ID_6L7OOMS4EMN8,0
ID_VDS17462GUSI,1
ID_T1RW4GJ8XED9,1
ID_546CVEB5QAIY,0
ID_EZDLNMTBXGYT,0
ID_W3A48IUAGHSX,1
ID_UISY8Z1M614N,0
ID_3VBHP76D8Y2L,1
ID_WS1SHS9JZ14T,1
ID_OM7P25UXC9QI,0
ID_2T8R3AQHYXYN,0
ID_QQVZ8VXMVJ55,0
ID_Q9SE8AFQCTPG,0
ID_SEJ2S8BFN1WH,0
ID_LKCUJQ70CJZ3,1
ID_77SOHJFHDP2F,1
ID_J72UQ9C8OT99,0
ID_DRE3M3151XXQ,1
ID_253U7AL8JM0U,0
ID_8X7WGIOF96QX,0
ID_9V0W8QACJFRB,1
ID_N7TSI3C3NZEO,0
ID_S1CHRVSE3O6N,1
ID_XU7QK7D8OSH5,0
ID_UNIIXVFF8EXO,1
ID_PREKA2CBQQIZ,0
ID_AHKC4EGBB30D,0
ID_QIHZUK9C92NI,0
ID_QIH0EMVP5YMX,0
ID_WITVSJ2VF58O,1
ID_FL7WOW9GG65O,0
ID_MSW3LENBPJRW,0
ID_HDK5BVSLZWZ8,0
ID_E7R5V1FU7YLU,0
ID_K7SL35Q7O5US,0
ID_71GHHMUVEK43,1
ID_VIRZ4P7O0ILK,0
ID_JAB1WALQIEHA,0
ID_1JYO47YF5ISW,0
ID_HXK8WRODRBI0,0
ID_J25G58INC7ZQ,0
ID_DGBFXU6Z7MOY,0
ID_TVI9CG53SXCO,0
ID_YELPNFDDN0YN,0
ID_N58RC2OGPRTI,0
ID_KSWA4761CR09,0
ID_VX5DRMPEM3GY,0
ID_Z93OHTYA8N3Q,0
ID_UA8ZC0XRZ788,0
ID_6SO2OS0FT9NP,0
ID_71E071HRT9RA,1
ID_2RDEJPHGFYOD,0
ID_SIYX46VC43ZW,1
ID_3Y9TY1O5Y409,0
ID_5QI2C4YSM0O7,1
ID_SP6SVGAT8TSH,0
ID_NRO9SJG5Q5EO,0
ID_JQ1AJVOZTA8A,0
ID_CO4VTJ4GINBI,0
ID_07JMYKCSR1PH,0
ID_OBOQRR7V8UCB,0
ID_FAXDGXB3VRZJ,0
ID_YIV45ZDWI8FY,0
ID_3YFRLS2VRMAV,0
ID_ZCIA5OFDGV8R,0
ID_6TECFPPN3VZJ,1
ID_KTN4AKNRXPXM,0
ID_83Y9XF3ZFMMA,0
ID_EOHKQ4YU6V3Y,1
ID_ULOS0458N1WV,1
ID_T47I5QBH4WDH,0
ID_6PT1ZR1RW4U0,0
ID_AK0KDUB0A4I2,0
ID_Q7JQ7SYP4XY9,0
ID_INYB8GA1CHGT,0
ID_1XAAETCZO0P2,1
ID_NTH7YQJHNPHE,0
ID_KX9N41A2RFIX,0
ID_OP2A82898896,0
ID_R96I5NYA80SZ,1
ID_YYP4PC8DBGUD,0
ID_NBC8J23JC75P,1
ID_U3ILVZFYY3PI,1
ID_3TM88FKEP0N8,0
ID_3L3TG5WCAHGB,0
ID_T34CBC2TQG9D,0
ID_LTE1WOS88GPC,0
ID_5PVYPZLBH5AA,1
ID_IHXIRZDC654M,0
ID_IZWF7F6HXTCX,0
ID_6OGSWQENX4UT,0
ID_OUQ2CDWI5ORY,1
ID_0WQNU7WEML2X,0
ID_2VXK04FI010I,0
ID_SMECZ7MR8762,0
ID_3WRH3WCO7YTG,1
ID_IFM23M5PBI6C,0
ID_GW98PW5NTZHT,0
ID_TO3FUD9X9GDV,0
ID_13PCCOSA5EBS,0
ID_437XAG00DW03,0
ID_16VIIK8JU4VL,0
ID_1NMZ7V9R6MLF,1
ID_R6CONVPJ7GAF,1
ID_3FQOAD4V4322,0
ID_HVH38I5LUX3A,0
ID_OBH80HT2CD5H,0
ID_BA1TB59CBGNH,0
ID_06KIH5XE4R6Z,0
ID_RGGWZ1M6BPJI,0
ID_FOB7AGM1CCWK,0
ID_VPHZIT7Y2T5X,1
ID_IEMOOMKIPWHV,0
ID_1VQONLHB33AU,0
ID_ILCSK49O9LN6,0
ID_MX7QRUWR1KNN,1
ID_YJ9A0EA5Q3RS,1
ID_J4QPPT75BRKS,0
ID_PSLHEMUUSB7M,1
ID_R5RM0ZXT839F,1
ID_FL9E4B3M9OH5,0
ID_PZJ3C9VDZD3M,0
ID_D1OGI23FC5CW,0
ID_ZH1TXV7QTPAH,0
ID_CX6WJTH6ROZ4,0
ID_P33UVXEONWAZ,0
ID_7CPLKKSC8T4U,0
ID_VIBO9U7J5GS9,0
ID_H78IM8YO0JG0,1
ID_LQVBDOO7BULV,0
ID_WT7ONCGC1YLU,0
ID_CTHYNYZYQE76,0
ID_19C72F7KOTL1,1
ID_KG9F1QSW5C5Q,1
ID_4HE8PQUBXXQX,0
ID_I6F9W05GDE2E,0
ID_WN0V1ZZPZ0RI,1
ID_HJNZHW5YQU4O,0
ID_43ZMYBROIOQW,0
ID_FR47ZMNPF8R2,1
ID_GC6SXH55R0W4,0
ID_K3SXCWBO0GJU,1
ID_2QN25BHN2ASY,0
ID_8S406K9FQA86,1
ID_ELZ8HV1OR9XC,0
ID_NUUIXP76FKGY,0
ID_L8D63A51L96P,0
ID_AQ5LE3UKD2IY,1
ID_O124OB7NXO9C,0
ID_TB7NCI17ZPJB,0
ID_DRNTDYDGW07A,0
ID_IDJCTTUNXA1T,0
ID_12RC6V6LN2FE,1
ID_9PLSMU1E5XYA,0
ID_2T9V9AA24WUR,0
ID_86YRE2838DOK,0
ID_SGZ3F3N03WBH,0
ID_5UR83ROGWHW7,1
ID_2DUAZ0E66E46,1
ID_520L1EI4JKKP,0
ID_8IL4FXPFLMKL,0
ID_Y2X2VO5781EI,0
ID_2DJ9M7L3SDC0,0
ID_XQ5PNLU63H3Z,1
ID_J79HLJTMA5RM,0
ID_X1OEYEHB2ONK,1
ID_R5JWFZG9DGOX,1
ID_C0FIWWTIW54K,0
ID_5EBBRX11SDUF,0
ID_HK2YIKHVN5QF,1
ID_L389X1VCE2H0,1
ID_D34OZ47NC2NM,0
ID_PRN61LX1CB9Z,0
ID_INJ6LT0Z5AM6,0
ID_1OTBPKJ9TBA8,0
ID_TSNJ00V82S58,1
ID_LBXUBO0ZQRNJ,0
ID_8H5ILF1UH1CE,0
ID_CESNE14EG0AA,1
ID_XDRSBZHKD9OE,0
ID_8BV8T5AO4RHH,0
ID_4EGLM232VFQQ,0
ID_VP9WJ0BMURC3,0
ID_ASIAEF6YO2XB,1
ID_2N21168S13GA,1
ID_4831OJ2YG8VI,1
ID_SINPU83QJ3XI,0
ID_VVZRPIBL4M4G,0
ID_3JKJ767LRGSD,0
ID_9EBCBJC23A5I,1
ID_ZPCFMP9LX7W4,0
ID_P8E4CW1SERL1,0
ID_FY6CMLILK1HN,0
ID_KP54HAVSKZ17,0
ID_0O9T27733Q1G,0
ID_A0V5S2GP0TS5,0
ID_GN01W6HZOO2D,1
ID_4QLPIXJPFHGK,1
ID_5BGFZTWRHIYV,0
ID_CWZ9ZF6ZGO98,0
ID_5PN9R7E4LI9Z,0
ID_5JZNBT8Y2RU5,0
ID_SLH0RA5Q6KZT,0
ID_8ICLZ0FQCTY3,0
ID_8K4BECCLXDBQ,1
ID_SA5YCE8979M1,0
ID_360XS9O8FFIU,0
ID_81NC0C5ILDZL,0
ID_62SAQEL0BDWP,1
ID_FR7T9W62XSYL,1
ID_LNZGUSZYQH2N,0
ID_X920PDC60O3U,0
ID_W716EBGWH5QY,0
ID_HTDONF820GYT,1
ID_BKTM5XJKQIZ2,1
ID_8BVG8WW7S1SW,0
ID_APSTK4YAT4NU,1
ID_DRF4IQYTQEAY,0
ID_OUNOPPKRBSS3,0
ID_HIFRZC76YBYL,0
ID_HA32GXOKG2WU,1
ID_G7DNQ5U254G0,0
ID_JC7GUP2T6H0F,0
ID_CZ7KBDQRVP5Z,0
ID_JI66SPNGD133,0
ID_QAOFOEQSBN2F,0
ID_DZJ2ZCZHBOC6,0
ID_NLGYQN44GDYL,0
ID_3B6X5ZXGVVJ3,0
ID_S32XZF5ID702,0
ID_1HIV1XBA8L7S,1
ID_LJC744FIYPD9,0
ID_J2KDZIFOLF95,0
ID_Z3YS8SJOXHED,0
ID_K9C39SCEBR12,0
ID_EETBQP6TR76E,0
ID_6F1AW881MK2U,0
ID_PX55MZBOLI1Q,1
ID_W6BSPLLFD4RX,1
ID_NIBGQ84TFONG,0
ID_WSY6KY58Y5IS,0
ID_QLETRRYO7IQ3,1
ID_M26T9VFHJ60E,0
ID_J7HZS6J7MN28,0
ID_2VXVQ4Y8SRR4,0
ID_3AL6RLHAGAM3,1
ID_ULRE8OXYPCKF,0
ID_UUAIFQ1PNJI8,0
ID_CK0JKQMDLEJ1,0
ID_UTO2QSAHP9BX,0
ID_79CM6KEOS7OQ,0
ID_FO39MCHLZC10,1
ID_L00I0XTM8PS6,1
ID_3H7BWPB828M0,1
ID_9IM1AYW8F4C6,0
ID_XLGW1AJFH5ZJ,1
ID_EJ53DXUBKVKQ,1
ID_BD9F162T5WXK,0
ID_SS8B7RGVMAIK,1
ID_HY4TB9O8C4YJ,0
ID_H5LQY9NP91HD,0
ID_RVBQIPGT45GK,0
ID_V0UUOKIC8528,0
ID_N8DM7LXIHBF9,0
ID_BH8FULL60MOA,0
ID_D9HQ8OTWNST2,0
ID_2TAH51K20GN6,1
ID_0HVED0JDKMPI,0
ID_6F8FX8KC0HC4,0
ID_I1J8NCFD6RLQ,0
ID_9X0HYEO8KMJK,0
ID_40NY21K8F4NI,1
ID_AQ7IBUVTW2UP,0
ID_C6JDC5TJSPSG,1
ID_MP8TD061TVGY,1
ID_7QFCA8G39Q5V,1
ID_B6E1IMEAFD20,1
ID_XASY9T70DMRR,0
ID_D0MI9EZ2TN6B,0
ID_IVS3DFIFJX6A,0
ID_PJMA429B36GX,0
ID_8ZLZ14Q7TR8Z,1
ID_HENUAY82JEPY,0
ID_FYSMJRNY1F67,0
ID_XN2G7UF39U4A,0
ID_8TJMWM9EUV9C,0
ID_88C40R6M2ZOP,0
ID_483YLZ949RBO,0
ID_FZBVN0YT1GKO,0
ID_4GR9S88JY69S,1
ID_EJL99WVHIF84,0
ID_8S99WONNG84O,1
ID_AEW3AFS9XQGI,0
ID_6R5N80LKVXDT,0
ID_1OM1LMCJ84HC,0
ID_PW6OW5YMZLZV,0
ID_3CE6HBZQ3GX4,0
ID_1FS000QDQ7GT,0
ID_Z9CFCOJ47A95,0
ID_4DONPQW7VTBK,0
ID_TH59PTQ4LNHR,0
ID_I5MXQJTIP9CX,0
ID_S7M7KSBADGMH,1
ID_Q9YBGBAQ45O0,0
ID_DYQ32M5EZW1A,0
ID_9XK93ZCQGXKM,0
ID_X5EUHPXD5MW8,1
ID_OJFDRUWP9HTJ,0
ID_IGJ9GD0KHT90,1
ID_HS3NBGU62325,0
ID_BXLGQH65SYQZ,0
ID_SNE2CRW6XVZO,1
ID_AYOS2M97MW9D,0
ID_LQIXRYNV2Y5Q,0
ID_EZOFYCJC8XBG,0
ID_213VB3OI8DLQ,0
ID_O1N76DTNT36W,0
ID_IY3CG0J76FP7,0
ID_1OGCIM0UOWDA,0
ID_UJGI0IMLTLGT,0
ID_8QEC9E6T6QS1,0
ID_0XNF31AF3KHZ,0
ID_8WAPLHW3GSD8,0
ID_JWJX6F66J1FU,0
ID_N3Q1GR87ZYAG,0
ID_NZF94FOACEO1,0
ID_XV2JULO5YC1Z,0
ID_NQ07W1NEN50T,0
ID_ZSYFQQDDVYUU,1
ID_0AK5TJTM9JK2,1
ID_VDED2D1DDX44,0
ID_W965GUGEX3U1,1
ID_A7GTVY4I9661,0
ID_I4EKT2I9HLLL,0
ID_63ETNNGJG8MX,0
ID_ZLZH5O9S0FEX,0
ID_T2ZY4ZDK2WBS,0
ID_HSFL5151BZ9V,1
ID_Q024X5FREON4,1
ID_AWPXGECN0UNQ,0
ID_R4CFGWZF1EW0,0
ID_0BSOECSIA7BX,1
ID_V9JWQZZ45HYT,0
ID_51YYIL0G6V52,1
ID_M097WY84JJBX,0
ID_EFMG9HYPKXXO,0
ID_V69RT3MPTNQV,0
ID_VE9DCERDVYHK,0
ID_LJEZGTCDGF2Y,0
ID_F0DXZN3N3VZR,0
ID_QRZKNEFH3O34,0
ID_3NOT7XFXKC9J,1
ID_6F4DIDIRSWIU,0
ID_ZPKGG42CNBN0,0
ID_FQJ6F2XZGXQL,0
ID_FG07CKZS7E9U,0
ID_TKGXID95ZZH2,0
ID_H7KBVOKCCP4Z,0
ID_PGW1XN0HM479,0
ID_M753L1TXVN1V,0
ID_ONMF40AK3TXV,0
ID_YYI7310SY72P,0
ID_F6O8R8FR8IK0,1
ID_FCFVCVW51H5A,1
ID_D5PEK6SN0OJ7,0
ID_T3P49O2WBCMO,0
ID_NTA6E57W6YPU,1
ID_MTPVABXEUU3Z,0
ID_58WNRXG76LG8,0
ID_E9R4K2VHRPMD,0
ID_E4OSZM0JNRBW,0
ID_IDRNEWBEW44Y,0
ID_OAAT0DVB4HMK,0
ID_31IJSSURGBD0,0
ID_OJQB4OY2EB4H,0
ID_A2QVUJ3SFY68,1
ID_H9H4Z8U6B7ZH,0
ID_DH2GGJ5OHEC5,0
ID_IU22R6JKY437,1
ID_JSE1YM1PF4K1,0
ID_RWQI91172VZP,0
ID_VIGJB5BNUXWA,0
ID_1X8FG4674FQY,0
ID_XR3TRWBXDE3H,0
ID_U32VVQE4MJYI,0
ID_LEZBU787OWW3,0
ID_LIIA8XQXH3OJ,0
ID_QTTAFHZB820Q,0
ID_0KLHIHOMJUS3,1
ID_LVYDKQE1CUM2,0
ID_P0ECQFDGAZYE,0
ID_GMW8TPZQE9J0,1
ID_OBTM1V5DUOLR,0
ID_5GQR7QLWNXK3,1
ID_QTATN1GRVLFS,0
ID_8GNPS45S5B4T,1
ID_GRKOG7ABJ8OJ,0
ID_G082IF9AUSKZ,1
ID_4BAUBCUVLZR6,0
ID_O70DV60R4PX4,0
ID_AT37ZJOONCV4,0
ID_PSJ84UTDGPH7,1
ID_PQS4KWQD472W,0
ID_71JESFUA56LY,0
ID_FTLYNYRSTJ5Z,0
ID_YA95HJFVR229,0
ID_7CPDY6IJ9QFV,1
ID_JB27UGVFHTPL,0
ID_U0ZLYB0G9U36,0
ID_3KLU56FNZ6UV,0
ID_E2VWZKIUQ5MH,0
ID_XWI723RX6HQ8,0
ID_1A3TZFA20GMZ,0
ID_LEH8US2TQYSK,1
ID_B7W8G0LUNVII,0
ID_CTHSKXSERFOW,0
ID_GLIPK7R8KHML,0
ID_5M14JC7N2JTT,1
ID_7BU5V4UL2PRK,0
ID_9XWQU1BP8XWP,0
ID_GB2079YZO57Y,0
ID_AOXE69L6FIS1,1
ID_D0IE0GNA1ATV,0
ID_MA0EXN1B74JV,0
ID_JYXTLHZTEKFX,0
ID_E41XS9D62431,1
ID_BY8IAAB2UBJP,1
ID_41GDIMBQC1AR,1
ID_1R0N0E860Z4Z,0
ID_HSPJLGBV6IVQ,0
ID_LIFYSUPTEC88,1
ID_BA8JY351KC1M,0
ID_ZUNTOCS2XNWR,0
ID_BI16HGBCZRW7,0
ID_70FOQW7Q8RQU,0
ID_ANBQFVVYJA0H,0
ID_SRQX1GIO0POV,0
ID_U9OWUTSCMLIE,1
ID_P8RO3PUEYUNX,0
ID_JFN9JF7GCCOG,0
ID_WAQR61UK3HDV,0
ID_J39SHTOZAQ7J,0
ID_0LRDEG8XWUPT,1
ID_GDKIOK98HIEE,0
ID_C79SV2D33XEV,1
ID_U6UMA35V9DM6,0
ID_OPILDF8ZSTOF,1
ID_5TW5V46TMHEL,0
ID_24CHCJ8VXYSM,0
ID_YRFSPF1ZVF97,0
ID_O7YD7VON4VLA,0
ID_1DQCLG5X58B3,0
ID_PBCNYLELJWNL,0
ID_9N168KNQ2I1F,1
ID_2LH7WUWZLNVF,0
ID_JU152LM0P06H,0
ID_5EJO9EGBA2JI,0
ID_Y1KY8ET1FL7A,0
ID_PTBQP60T3ZKH,0
ID_YPGOUUG31AJH,0
ID_BIZRJFYA3POH,0
ID_GDOHGWJRY3QM,0
ID_OP2ZUTY5CFFU,0
ID_HV6IAJT9JYWN,0
ID_HE5X7BN1EQPB,0
ID_WTBMQ4S593T5,1
ID_1S5GPRSED3KZ,0
ID_O0AUZGHI5GVY,0
ID_NF028E03IACQ,1
ID_XJW0X53DHNKS,0
ID_DNUDAXI63DFA,1
ID_NEAF44T5RJQW,0
ID_MYYEFMXSNNN0,1
ID_9I63T7HSZ4DT,0
ID_M558124T82GW,0
ID_X8EMLDDKVBUB,1
ID_DPBA78QB4EYK,0
ID_ERYQPQ3ZKFS4,1
ID_64QTSS90WENS,0
ID_OMSZN3NBU3LW,0
ID_BIQQE7LBV2PB,0
ID_SH69GGT2210F,0
ID_G4ND1J7OSAKY,1
ID_6EYM40Y8HIEA,1
ID_WIW6NJZGOQ7P,1
ID_7EWNXH1YDBWF,0
ID_TB74JGZGXSIV,0
ID_4HHP1SBCS986,0
ID_0AQ12IHOOL26,0
ID_Q8DQZ96VZE4D,0
ID_MF3GBAXXIV42,0
ID_5VLK6QIMPGD6,1
ID_4BLJJK99H22P,0
ID_C6OV9JYLGE5K,1
ID_2PRSNF8XG3N0,0
ID_YFVKWWX22THQ,0
ID_8D9VXK1G97NI,0
ID_OWPTLDWGNP30,0
ID_SSJ324TNSPA0,1
ID_0K51S0BGWWGP,0
ID_3T47BKAK3IAU,0
ID_3ERGDN1PX6XF,0
ID_FDC7MT7IYZHA,1
ID_0DH5KNM0RLTD,1
ID_7QN84ROLXQMP,0
ID_DW3CE1MQINTS,0
ID_3HRL0EQHNZE4,1
ID_2JCT19WLWEGX,1
ID_MF65QU8EFXRS,0
ID_5KMUHUSY3TYJ,0
ID_FUMFOJJO4P92,1
ID_UPQ3JAP1HV6D,0
ID_1F8VI3K4VM98,0
ID_43H2LCX4AQ9T,1
ID_E7TIM3BHQ5CY,0
ID_AOZO0IO6KD84,0
ID_E8ALQCFHDDDR,0
