Id,Bills & Fees,Data & WiFi,Education,Emergency fund,Family & Friends,Going out,Groceries,Health,Loan Repayment,Miscellaneous,Rent / Mortgage,Shopping,Transport & Fuel
ID_lbir9862,0.2578906868299684,0.02365940365368857,0.014913744193626021,0.10285410625759318,0.17873201741786374,0.01981967445292105,0.08170593057287215,0.015075339129314195,0.05200466589379483,0.1995430089571997,0.009558957269320007,0.027270838683558955,0.016971626688279264
ID_uedd9bug,0.2588448361338941,0.023086845975903852,0.014240939646066392,0.10659768806885705,0.17830963025814972,0.019832198153304618,0.08095645277946514,0.015233588305489973,0.04857986356373142,0.1999121906887743,0.00966070516593534,0.028103498135491102,0.01664156312493706
ID_h76zkmwk,0.24350422058794294,0.14988538714949823,0.006196229925560151,0.018246090362207174,0.046232365547843254,0.1479941719500058,0.1501717627551315,0.03668977732980745,0.030557974254554917,0.02203158663915983,0.009462753351653986,0.07248638290865445,0.06654129723798032
ID_k9zwhybq,0.24090550772272912,0.14960747404235147,0.006124704026327497,0.017982707159231344,0.04630517137125534,0.15034040292026246,0.15153854977816683,0.03610840692808399,0.02795926607763377,0.021527088803365405,0.009397750904748762,0.07458389009419557,0.06761908017164849
ID_oi5ns3ho,0.008501396110316145,0.002471956989093132,0.0005219101117771447,0.0022714853695077644,0.9663553145323519,0.0022102559717603583,0.005434465651921235,0.0033097561678174,0.0014261685510379067,0.0019391598518425312,0.0008928678237203001,0.002858747421591866,0.00180651544726226
ID_zc9wpyzd,0.04611111469347061,0.013062422310672292,0.0002346074221886456,0.005559960307785324,0.030311940822254878,0.016399091921155837,0.8130244327917673,0.002157933692020492,0.004113930538790846,0.04125069043152317,0.0008834692414657483,0.012433926300939762,0.014456479525965116
ID_6jitepjj,0.048865924414558407,0.014812549648869324,0.00026484241284614035,0.005918357434893889,0.03158693373711143,0.01683727473384299,0.8021037601947363,0.0022903358816813613,0.004328316735431859,0.04492910358862751,0.0009422335039600792,0.011940780545060627,0.01517958716838012
ID_q3ycltab,0.015374387349724825,0.007890801911609175,0.0001444158462975744,0.0011931042933443605,0.009918660186433326,0.007464098046271439,0.9117115674873643,0.0010013789106370213,0.0012559831132774428,0.031096256449463396,0.0003167622860124631,0.00312795725947382,0.009504626860091106
ID_vfcxyhf6,0.011089267984806566,0.005788945845243021,0.00012673573259810357,0.0009247902643498966,0.007126466030776491,0.005178758086672044,0.9344261700421715,0.000701314800029216,0.0010699856209211807,0.023649171871275316,0.00019578136675510511,0.0027688785629831907,0.006953733791418311
ID_d3pmn6pg,0.015374387349724825,0.007890801911609175,0.0001444158462975744,0.0011931042933443605,0.009918660186433326,0.007464098046271439,0.9117115674873643,0.0010013789106370213,0.0012559831132774428,0.031096256449463396,0.0003167622860124631,0.00312795725947382,0.009504626860091106
ID_vi98x9it,0.04592175708417135,0.04685272575656925,0.002931282347586266,0.010761899119030164,0.029965293095917354,0.5261049715168442,0.07068728626128734,0.02917531257611837,0.011047665471026953,0.01967562967791365,0.00584119702753581,0.07240936101730878,0.12862561904869052
ID_o3lhlnvv,0.04585341719262391,0.0471730205568108,0.002924118971935008,0.010903959030124309,0.029879386072928414,0.5268130267440327,0.07029132341796299,0.02919214023559943,0.01100969793667457,0.01962352086654943,0.005854253583633052,0.0720748794645077,0.12840725592661764
ID_h55amsi5,0.137258513596481,0.036706498529766055,0.007388947390349259,0.01831020673709071,0.06100778264425458,0.14298722617196855,0.15939749209569704,0.038131176865052664,0.06449651446540507,0.10031001346020692,0.006029046060550084,0.07732370955200911,0.15065287243116912
ID_pky6pa0b,0.1336294366411734,0.036191112831150486,0.007292256639328065,0.017643043244626705,0.05970006510962695,0.14304073915777113,0.1618385628763651,0.038223062564387636,0.059152062140706035,0.0988855630821606,0.005961714982991595,0.08558266597160769,0.15285971475810473
ID_c4bk4m94,0.0930078077752276,0.006237836907155313,0.003595553278430545,0.009159255328204819,0.02882261333689608,0.727633564262533,0.022098061299268376,0.01980897217927888,0.006633024066825043,0.013350633188559951,0.0018398100010877287,0.030558378275413925,0.03725449010111896
ID_spqicunw,0.1276975102046648,0.029742731847325052,0.008651837165242484,0.09881324498253764,0.5794760182212081,0.01145090866777208,0.019807905690116943,0.015506214164694125,0.009070540733320642,0.017710883614917874,0.011458277261474515,0.06289052039221338,0.007723407054512421
ID_f7l96chn,0.07394217693931888,0.029323784230996193,0.0008090179610188101,0.012710173314071161,0.0074693349351852775,0.5566760659142346,0.05590356148115444,0.005309617546723278,0.0010236619474176564,0.05944923816521888,0.0011714507746091805,0.023131963668268637,0.17307995312178293
ID_k1uaj1ym,0.07413549264228642,0.029356565085862315,0.0008061894206754705,0.012698799801911846,0.0074504140334599005,0.5561321235092523,0.05610109009059738,0.00531712444235163,0.001018558449525352,0.05944192197604706,0.0011756971643602971,0.023131248753769214,0.1732347746299008
ID_iljmewrz,0.08142638866418182,0.023879128988407536,0.0016320721848993738,0.01725428102361064,0.1350033645414225,0.02807292193033199,0.014109877410217402,0.026026425544463112,0.009919571521137,0.062256670645285485,0.006190437282100161,0.5563746615860213,0.03785419867792182
ID_pm36remu,0.00759621638632709,0.00718547264151957,0.00046073803106939134,0.0030876944470619935,0.007353095138910617,0.010806926294217915,0.9302190115442869,0.004379059983889264,0.0012051684100708733,0.0022205951812482726,0.0009369768297750616,0.02018916176736184,0.00435988334426122
ID_fy3iiiwl,0.00784789719150047,0.0023394562757408427,0.0004912494586115334,0.0018185367465682603,0.9693305198276162,0.002105506244128689,0.004689017634880037,0.003237382860923815,0.001274162483164776,0.0017866527533392318,0.0008362792267642517,0.002697256960500461,0.0015460823362614842
ID_vu5ya5sr,0.2380896500043334,0.025579494304872302,0.0009378324345647922,0.016792423458976104,0.02118721937064194,0.13953821470260097,0.29910597795572197,0.008088887024182832,0.0021409816160834084,0.1026625855649199,0.0021854942019706412,0.0923029361503427,0.05138830321078902
ID_9au0g3qv,0.08098372522929834,0.021885432050700156,0.002329314046530755,0.015182659772002623,0.6395921787204359,0.02905360682946531,0.02975266664162082,0.005624934253734603,0.005441246521499916,0.05875128068314424,0.002488994403995995,0.07390594611056236,0.03500801473700894
ID_p01qunsl,0.038553410386775434,0.010189828786464534,0.006602463702001524,0.007078157018468988,0.012508989172482807,0.3399981732649408,0.08714858076558267,0.00570320256456394,0.010487043898411437,0.035355637486972305,0.005782734800651296,0.03645593438210704,0.40413584377057743
ID_zqi8lti6,0.05187049019663984,0.6369231024921089,0.0034954283884089674,0.011685452658653943,0.04002521782257352,0.0321655511070489,0.032055705670373566,0.027418641161500553,0.009029830655157316,0.057153294768642365,0.014661654889223092,0.05149764053660392,0.03201798965306511
ID_vtdycfd1,0.06970826769158361,0.05030152594940498,0.005382717074299215,0.021994591997316803,0.04631452531579895,0.16715907923198878,0.35967923021712006,0.014068361419345941,0.021809435684190016,0.03829461706270698,0.00410594422106865,0.091267030918237,0.10991467321693912
ID_qd7dgqor,0.20406190139440336,0.018400444882977148,0.003365300423484387,0.0351524518311704,0.42089920617703735,0.023727933957815174,0.045973374132486006,0.030201625426379112,0.014061398965268472,0.033228328841992213,0.0051708587030250604,0.14980608477884058,0.015951090485120868
ID_o270qwh1,0.11903395979000794,0.021478319210757466,0.001675237517097603,0.03796491904356254,0.6197064922227045,0.01632660132059465,0.035558537057942215,0.021940332255717922,0.017247914441043462,0.015080158450580234,0.009967689505192896,0.0731028554787868,0.010916983706012198
ID_dyonsmqh,0.008305321463880664,0.0030486239279724366,0.00013846067126865904,0.0016515315099136796,0.0029774786577353883,0.010536789995383409,0.9408451195977401,0.0005688103088207151,0.0003122649458272487,0.02445551745760393,0.00019132506050108838,0.002454988128954003,0.004513768274399034
ID_ugq7up8w,0.14752898448601287,0.01396916550255887,0.0023659857748271357,0.006862311075547559,0.14603858340424386,0.11420978739509365,0.029721185767288903,0.004722831903585731,0.0039757286086385115,0.2170881705039449,0.0011489919764383792,0.02289045530890847,0.2894778182929112
ID_t8cib46m,0.08063463261729484,0.023803877235319255,0.001611634553812213,0.01682863240795025,0.13220309864586113,0.02773727329317683,0.01386241337867801,0.025887707108582576,0.009642284235157745,0.06221005330361162,0.006166265920711436,0.561933230246111,0.03747889705373335
ID_6ldaoy9h,0.02798696348670031,0.49623578601913476,0.006307147479668114,0.020924923280749796,0.0376604497832969,0.10008232185380408,0.08834856873260437,0.03137065444237735,0.03046103173846068,0.0208689041819429,0.008624395303725213,0.043130948928641485,0.08799790476889388
ID_0ivttwce,0.027910093968081886,0.49720324196129956,0.006302281090697578,0.020905683611522518,0.03747702389273553,0.09989789877478239,0.08822539427946713,0.03132872355862839,0.03029838702823385,0.02083671884369677,0.008610401448940186,0.04309503768256853,0.08790911385934559
ID_rsi7aqtq,0.21400294403697293,0.04925272266226982,0.0014055327683755933,0.012037205025827516,0.012017372516042818,0.11772401149030705,0.29272656792243973,0.005546294062932279,0.007456160098367394,0.07962348201459754,0.003845996333929075,0.04247206409184187,0.16188964697609654
ID_0s0y8i8f,0.008908578189504503,0.005250379894429028,6.191358611532416e-05,0.00063714091062223,0.0015618863474616928,0.00537625805826167,0.023135874298531447,0.00026933032316177834,0.00011926367732671975,0.9472415775744536,8.253681943460418e-05,0.0011733136699631956,0.006181946650734216
ID_zodyw6bs,0.00911745207219905,0.005308415382471367,5.986805131882853e-05,0.0006523939974575385,0.0016067556557314727,0.005278601672918456,0.021662562173626436,0.00026277763588018115,0.000128485526308436,0.9485917100450686,8.057288860679257e-05,0.0010768632741233793,0.0061735416242895
ID_yiuf4ciq,0.04748022206208505,0.00982126141939349,0.012801012877688464,0.016998982179610878,0.02021176414677018,0.19264254042539203,0.4442953881887083,0.04215787646794694,0.005540767314654813,0.08905907221662479,0.010535647044343092,0.04558980006319935,0.06286566559358264
ID_jdg15uvg,0.17581352114433463,0.04936798600865361,0.011845130231453808,0.022338474834426046,0.10119457406387032,0.200660351903759,0.07506538446957149,0.05954776154254976,0.01863014683207967,0.058108401940042076,0.010484999095107129,0.09590663941526886,0.12103662851888371
ID_e5qi9pl3,0.01563163280515861,0.9417803844442673,0.00014026258132410102,0.0016736124135238496,0.0021189398047886136,0.008019237171870308,0.007785581619154786,0.008408150924509243,0.0006857276831986807,0.005198372322766098,0.00018845208213605718,0.003322637908078499,0.005047008239223884
ID_h3awypor,0.02219351786844782,0.003845816677489745,0.0001801356358115421,0.005578443568338513,0.01713101229892601,0.010873914155444444,0.04913894574802559,0.0011690506416093917,0.000711583833669371,0.8594781988705334,0.000411316807817217,0.015652981726113395,0.013635082167773531
ID_1bx9fazh,0.7340664557684682,0.015742636911853007,0.0008697972472846567,0.015602666893142308,0.0878778222860717,0.019496772523698712,0.06336407353927363,0.006622004829080045,0.0031125507872568573,0.0164449943640293,0.0024295909746051914,0.019139397669696787,0.015231236205539678
ID_nvnnpego,0.724169502718962,0.01589690824144331,0.0009267744608338507,0.015345786433270689,0.08750373872757897,0.02064858128905637,0.06843580073463842,0.006891785401163106,0.003042008125828964,0.016567193685928086,0.0025153603204100036,0.02159178150847893,0.016464778352407578
ID_p5ajidvp,0.14831510316517754,0.0079012777076989,0.001607723331394218,0.017715559685356094,0.5274414607156653,0.04507960208269983,0.03182132984516033,0.004278339242024953,0.0054754106614176784,0.08723560664644697,0.0014610509847690042,0.06737415144565936,0.054293384486529914
ID_wpkpanfd,0.0022691291548774186,0.0020257980049796656,6.08765187177642e-05,0.0002513185453551906,0.0005695580315412982,0.002007076390717898,0.01205136414884299,0.00027615751325020375,0.00011704440250025871,0.9768558576599616,8.160072207126898e-05,0.0006383988006350315,0.0027958201065492964
ID_qfolkekt,0.28498093413690434,0.01989623945574497,0.0052124572025520465,0.034204499609032706,0.04351349335646136,0.10694279166970257,0.24929952798561583,0.017537646087729158,0.004032581291589351,0.035677528351951926,0.00536249685261067,0.1479486970111989,0.045391106988906145
ID_xee1a5f3,0.07542217109163521,0.027721308407162908,0.038663036751356836,0.4897829722875938,0.04829998976424922,0.086938068504012,0.031142155110569555,0.04846510007635154,0.03768479994244314,0.03133296331932758,0.008206696755718855,0.03439354743405805,0.0419471905555215
ID_viowd5w9,0.011699462470306047,0.014756773508575478,0.0015441761937203138,0.00729770188351763,0.011988089648885826,0.029684643256979427,0.01147618498061464,0.011748470381503963,0.009814379995098831,0.008406020146289696,0.0021472197508613953,0.021058366966599736,0.858378510817047
ID_s6cndib3,0.06320445940575989,0.02077823476948675,0.0035443555994764515,0.025385819906753593,0.04027869004529533,0.22546867410283625,0.2806875718467367,0.014986181494068204,0.008298003804983146,0.04502661318122061,0.005134568312010736,0.19181473177023806,0.07539209576113423
ID_6ggrcqnv,0.012536658217265214,0.936872753702316,0.0001321288950923044,0.0025744962684034656,0.005074226511866657,0.011277654559149183,0.008790779791563903,0.0028951488634287644,0.0010907593484311404,0.007106971624766148,0.0001442833525571938,0.0038215315989785633,0.007682607266181468
ID_wbdsgip0,0.6005660329845197,0.030724502679840525,0.001248373712330697,0.01835862757530325,0.012265558269199872,0.06912131753619494,0.10215864094651615,0.007018830017935107,0.0017334407602954153,0.06265830105765638,0.003269615987694978,0.03718928395369943,0.05368747451881349
ID_ytxvglcg,0.016662293952446935,0.9371594004698588,0.00013569146176130325,0.0018380136297346218,0.0022809185608762142,0.009116066079972006,0.008720570304373591,0.008611562389065408,0.000766805739841422,0.005299404978485207,0.00018385542054505326,0.003625275754143605,0.005600141258895796
ID_8oyhw5j0,0.3627913284875337,0.10667719559578948,0.004509219686837128,0.045651523473642625,0.03721257941829571,0.08063507236066125,0.10463154014111298,0.055446995938062175,0.0044734275002877395,0.08680687836208513,0.005502368641774014,0.05375885456477391,0.05190301582914411
ID_46m7z544,0.09109230825055736,0.028261661799187734,0.007667706599793658,0.01872298756336998,0.032569100272421596,0.4023529617677015,0.043630862769235876,0.20696860275498646,0.01094921935586919,0.020031205661097697,0.0071951565263061665,0.05581584917042271,0.07474237750905013
ID_1idktyre,0.35208689683040745,0.008246588875666053,0.0025727742468564943,0.014420080198940831,0.11269218439166954,0.080981339723863,0.03165406310536039,0.0038254225291537696,0.00571331593419731,0.21169835308479998,0.0010721344848696275,0.03659883031144206,0.13843801628277352
ID_qmxqh91v,0.2444164302945987,0.02541638661911418,0.004265433996515115,0.013251857392644326,0.15013235497514577,0.1679233319552963,0.09034802148677051,0.006933643073797012,0.006324196000816838,0.08444440991803094,0.0036696162083192357,0.055897421391712714,0.14697689668723835
ID_24tnwq38,0.40395627656961347,0.010516318474886734,0.005402747503104323,0.12358963068947931,0.20380089285201858,0.019522114103524724,0.02673632781882246,0.02700796808517212,0.0098575941216883,0.013221372326515577,0.013020218807333825,0.1321071595752693,0.011261379072571309
ID_b04ujx2a,0.7493399507087952,0.015989215646419405,0.000573221714610552,0.011014481439996126,0.07764004589033299,0.017943998743425275,0.0715153776134884,0.006050011371716665,0.0023703452435466727,0.015429508695998812,0.0017114422713402965,0.015283260398767658,0.01513914026156182
ID_8yu3auoc,0.04299193829709672,0.010668715688032331,0.002837862947161147,0.009301537862343532,0.005699530101004863,0.17168797550162657,0.15859312861980152,0.007588840938956608,0.0041479179005976105,0.04313979764240611,0.003960820224680018,0.04147956607180119,0.4979023682044918
ID_87hehlr7,0.05647292836525848,0.05661547888390746,0.0017864420081475977,0.016915827536098566,0.01872950185966725,0.31150188179666555,0.1668624677097132,0.0064840590081630175,0.0018579290268750906,0.14500992861504144,0.0010972623829619834,0.059547959068319375,0.157118333739181
ID_5qc4t6x8,0.01823491589577568,0.9280719947238582,0.0001415099699452711,0.002160674843874822,0.0026477182923444983,0.010683592853117175,0.010546309710995821,0.008846243252795708,0.0009246102293254097,0.00599789647084786,0.0001914266494948358,0.004250965242486492,0.007302141865138186
ID_vv1wov5z,0.05128318318120239,0.006430047955082414,0.0007767552552747276,0.005374912502777306,0.006592726591868275,0.5868310454514024,0.17648084402764602,0.006255334922264038,0.00235197365571727,0.06727479504087043,0.0009757259257832684,0.038172335466864445,0.05120032002324708
ID_wi4iacqy,0.1214648846003781,0.0123524304265404,0.00179617228767246,0.007190847646185042,0.10986351863752158,0.15264901947064058,0.034125455255136286,0.003945912365056569,0.0027496219055424785,0.31193461111863785,0.001926402953026145,0.04228924423147023,0.19771187910219218
ID_vp1s3z4t,0.23533089050815856,0.004920097701605194,0.0022188743479838132,0.008963272164274855,0.16963134412924055,0.020795996010115433,0.01031291769111511,0.044825786495662275,0.003963009206223006,0.01656295202543658,0.004414208614950201,0.4624259266797003,0.01563472442553436
ID_yfhdjd94,0.025124569799447983,0.7956468932409005,0.0006431099792193239,0.0056320106385412926,0.048088265677446757,0.012995042146610774,0.01774503406311065,0.021121067474392106,0.0008018525018299783,0.04586359596216699,0.0007304367431831513,0.018237896072691835,0.007370225700458845
ID_xtolt1ju,0.061922506941154004,0.007924595279699869,0.001138694633532559,0.0076050985641319315,0.014195109180116962,0.366348137040188,0.31872693168619365,0.01018454205780594,0.005259008388312206,0.04917615665752208,0.0017642410082792759,0.05235417007463208,0.10340080848843143
ID_zflauo1f,0.23773853095062542,0.007551857806297535,0.005287285070913297,0.04928294765836508,0.2167715222151795,0.032654659809759734,0.10788716551360016,0.021029404956330513,0.022116432050139405,0.10370901387924775,0.004225020125108281,0.17172543727636108,0.02002072268807231
ID_kni7d2qv,0.7546433609805158,0.014777054374907402,0.0007999741290528256,0.011204532091814308,0.0760320615323498,0.018459417102160494,0.06481694753713733,0.006444590876547309,0.0026776844028988094,0.012937681492078967,0.0019994205896695302,0.020536466903015693,0.014670807987851938
ID_hjs9mp09,0.06329710552788781,0.007003755672231715,0.014074881655743623,0.012550739929490275,0.00927262938374818,0.11986241956664415,0.06207049421303529,0.012168348037848895,0.006348270562273536,0.10354188052235046,0.0023150111986302594,0.049742556848531086,0.5377519068815847
ID_5uk0yvur,0.0717222668091877,0.06100910759062005,0.01702596371877456,0.06828354160741873,0.0893224325851673,0.15490244790700458,0.09324409413436029,0.13019072103770937,0.037360717610628036,0.021020889891643878,0.01653518368769312,0.13081192287436275,0.10857071054542959
ID_srxy6cbx,0.022697151512961495,0.5764918977630091,0.005781836457106155,0.02083663461002408,0.02577578773844293,0.07977248074229124,0.07610108066138933,0.029875393682592528,0.02480167825557738,0.017404050027112195,0.006429704696722666,0.04195812350400721,0.07207418034876353
ID_kjkhda63,0.053166784376466485,0.015289238908559193,0.0013922328170221892,0.014744400319569162,0.09425008324223463,0.01731022873377448,0.0147309933000606,0.023079134662806134,0.013026788037633928,0.018137540009980694,0.0030103037373621928,0.7088561402699958,0.02300613158453452
ID_l4lujw4l,0.2946431673749148,0.00438165541917158,0.003448312992807535,0.01656622549816372,0.16693309955718866,0.04124591100735533,0.011733272727562666,0.05415514071303805,0.00458797310544954,0.022922413405075476,0.00534861207983099,0.3555123318674839,0.01852188425195784
ID_ap2vfrxp,0.09664350810552443,0.03629569217017285,0.00545508296579555,0.02387510806845223,0.043902843855418844,0.2001672307339365,0.07665487712436539,0.028276982191265176,0.03511665085096284,0.05854845134596713,0.007412834573008599,0.20874580426941683,0.17890493374571367
ID_s94mv40f,0.2709212102989067,0.008076078651769085,0.004285288210910764,0.010155878731633676,0.1818604848419097,0.11006858432080441,0.03597055184411186,0.005157793107363756,0.008236214809593847,0.11420934358646166,0.0034309336269065993,0.05942332508321591,0.18820431288641215
ID_s2u36wmd,0.11405903197487478,0.028290948569386565,0.010196906181108717,0.040290200429507345,0.08563432644605348,0.2010931439637676,0.04288939709224437,0.024147109011839505,0.04692589347437184,0.04849726341457451,0.005694895719243211,0.24779566457684513,0.10448521914618288
ID_q5ycbssy,0.23831523219823753,0.00978492709765508,0.01309077186028629,0.013223386213091371,0.02771653030505134,0.4352756883369029,0.024403012355259397,0.04332654713273189,0.0043264863984916625,0.038125146569785266,0.00186428302777419,0.08690278035350266,0.06364520815123059
ID_ssu8xc7a,0.1100416150451224,0.014079627968139377,0.002834884646131394,0.008762123976022121,0.12018646530486037,0.17722635583563273,0.0328186357884873,0.019905350268736185,0.0026536053795659185,0.18235517921491554,0.0025151168757502687,0.15847481424182017,0.16814622545481606
ID_y3uex7u7,0.010594234645858413,0.004003207590002308,0.00013577715533355124,0.0017218358212140934,0.0038597941143117594,0.011757855656245413,0.9286665021185169,0.0005487448104406713,0.00030217358204112426,0.029524874626739972,0.00018465466261842245,0.0027580828567997807,0.005942262359877912
ID_43xyvyhs,0.04951073100118386,0.4286161114259045,0.0011856057264692046,0.003678909206380382,0.4385879646962362,0.009222933759967158,0.008695637703089202,0.014321799033117255,0.0013831964700109578,0.025143051249945265,0.001213391203120078,0.008534211457133218,0.009906457067442986
ID_8c4rqlwv,0.05362641019995674,0.004235009756223802,0.0009549180528103112,0.011182622444754597,0.023439932461313904,0.013587717905931353,0.777779691958171,0.00484613791166606,0.004067645752534252,0.07133023930229158,0.001506343641018349,0.02268501357137216,0.010758317041955819
