ID,High Cost,Higher Cost,Highest Cost,Low Cost,Lower Cost,Normal Cost
tour_idrn7vpcu5,0.017766816308112658,0.011945316425077868,0.0007101864405779076,0.25932720750518157,0.23980686037643212,0.47044361463264006
tour_idqk4wakw3,0.2078226637978653,0.6787643027968637,0.01872995878779583,0.011802472754612419,0.008618832677598115,0.07426176243317592
tour_id6fa1ag4g,0.20312265245988936,0.080645324524233,0.0019656755126378385,0.06602451678318966,0.042959923254059285,0.6052819083973136
tour_id8yxycz3h,0.16284845045035906,0.05254571511912283,0.0012358663378676555,0.20595477320131575,0.07848961136044705,0.4989255812025811
tour_idq3khwer6,0.02610429355910625,0.011407125010988907,0.000619169075121484,0.15114264554669132,0.08640843956996498,0.7243183313999749
tour_idhgharflp,0.23181046531530106,0.09106988736888894,0.001630597078635848,0.0770168010716227,0.04269268856530782,0.5557795610076972
tour_idqjzzhcvz,0.20522948505360353,0.6313269077184014,0.05211614830048471,0.01999148663443686,0.01131165957370299,0.08002430247482216
tour_id0l0xaktp,0.07000358685359558,0.016024988537943295,0.0008422075683367137,0.1542360927874739,0.0514278001613489,0.7074653271181001
tour_idbg22qq89,0.12998931873026012,0.03174470561508869,0.001061204599370267,0.09070365019081843,0.12844925510196292,0.6180518742026105
tour_idwkhfwtqp,0.4184416055136279,0.49243295122737696,0.0029904503991870475,0.00600384951530759,0.0039537010881229235,0.07617744819355877
tour_id34dyvoyk,0.13444344669270478,0.027139579654064643,0.0008484544191152408,0.06454992803489355,0.0646702254766709,0.708348379634182
tour_id5cfn85zh,0.18064898603511415,0.07466075089367281,0.001139166552722014,0.04228197480433669,0.035038366622293066,0.6662307650453714
tour_id84rchmqs,0.01928913514404298,0.00962389578664825,0.00090480908923316,0.36725789903910516,0.21737095219101962,0.38555330712013636
tour_idjh4cjj2x,0.11274524316860912,0.018306029679323425,0.0007705211664165919,0.21604547858383233,0.0963205758675922,0.5558121444328917
tour_idzy1dc1xm,0.41680741330780335,0.3882590317398822,0.014960530954154,0.018564590171820834,0.021997784205247933,0.139410655209027
tour_id80j7qu6z,0.24185603953828225,0.055272888062909316,0.0012003725779347156,0.04797057605130576,0.06560155551446575,0.5880985638895276
tour_iddtkykn6k,0.027880188990701087,0.006432729963598842,0.0008755735700736472,0.24626584468312734,0.4513809492404903,0.26716471058341795
tour_idg04qytor,0.18300076678362087,0.6744866493335275,0.01950954801987256,0.012804075709300453,0.011516565300400456,0.09868238437589907
tour_idv9sccb8o,0.5153355492596932,0.2940947342213242,0.0023323034803180236,0.007556667276600415,0.009734429658576677,0.17094631296027377
tour_idfstvxwpt,0.29855002986808915,0.3802780910426586,0.010904306607850777,0.026689597525302762,0.02535471298445681,0.2582232496316178
tour_idw8zh4idj,0.24769178926361468,0.5747225619229017,0.041749202736558536,0.011365004107934193,0.015284746820685525,0.10918669631245878
tour_idri1bxxwf,0.15860647309060022,0.025785214674098188,0.0011960901586908549,0.15670585795098935,0.12088049599343625,0.5368258722067216
tour_id9jns3l59,0.10657877860929638,0.4788463133705655,0.323676862134918,0.007337616117564394,0.01884663164645149,0.06471380301064794
tour_idykz7qmpj,0.2863294916451119,0.08789800424361623,0.002006566462216022,0.08698666997335418,0.07229071339928697,0.464488557652459
tour_idff7h0lmy,0.46374142515675776,0.3149136069231061,0.006862867108296895,0.023724436838061542,0.056940175238582025,0.1338174959529456
tour_idjhminmzn,0.767651741498203,0.13089708867139507,0.007823808789310025,0.010281845916663045,0.005671450408580459,0.07767406494867922
tour_idiihytata,0.06555386425039292,0.7418914248045827,0.14717635638470117,0.003976926147982475,0.006746496048729545,0.03465493469191744
tour_idp48ka6jb,0.1233860299849038,0.7438125620415672,0.03528295231427091,0.014560865165930172,0.01698584945352003,0.06597173358922742
tour_idthc6m7sk,0.34016106180322375,0.5345868325509707,0.011344628232086295,0.011571949702543504,0.013127880315257651,0.08920765438083737
tour_idikm37slu,0.3097661403201175,0.5579192787987212,0.017047533345186383,0.015422312954856927,0.014937676773769008,0.08490705571187301
tour_idvay0ce8g,0.011663712323972555,0.004130449186839482,0.0006657346578460341,0.2131860066909821,0.5499162056668603,0.220437889669062
tour_idljettp5j,0.01083669353684788,0.005818513569438919,0.0006833509339785976,0.2770524305683052,0.5023319125472332,0.20327709226673074
tour_id6b75m18g,0.013788431860103546,0.006622704890560975,0.0007383207340483975,0.20967080801831023,0.44614996650923755,0.3230297771263421
tour_idh1qz4kip,0.3722067408752223,0.36322418099566933,0.02145834676033693,0.025632310199666768,0.020649377151216425,0.19682903097937224
tour_idct1mds8n,0.3369012972842325,0.5803242640184343,0.006148411478466689,0.007262698181429663,0.006372872215464641,0.06299046357406071
tour_idmdkapl5e,0.16538838007747858,0.6653248901136333,0.012552012496183977,0.023267853533067415,0.008940695508525495,0.12452615523259532
tour_idtxl27kyw,0.0675044368252021,0.034062185741907884,0.0008398550625687358,0.2249109255606902,0.08579589131867187,0.5868867033372758
tour_id3f5s1s8k,0.1938460688853672,0.6778248368220943,0.033119055441843646,0.012225950677426468,0.009402336738321177,0.07358176656893903
tour_idmy8ugm33,0.13796445804729798,0.794810823590755,0.014083406554431733,0.006262947950796831,0.006001560208166493,0.040876795383064234
tour_id15xhujqe,0.09119224735858392,0.7342046585899589,0.07931472996927336,0.007023306845841796,0.01068833185303778,0.0775767215415987
tour_idnvjzjzis,0.03755189205492798,0.012723883124803614,0.0008462978895494917,0.2645967469418616,0.13967657645159703,0.5446046078446272
tour_idicgj22ml,0.10952224084889527,0.8256244380958802,0.025137465175332677,0.004777666833500245,0.005164098662104114,0.029774083632198935
tour_ideq6kef16,0.5877998933058761,0.23116975010595667,0.04051431049951007,0.012675502120297936,0.033467823382239026,0.09437271127289437
tour_idm3ru5o69,0.16503746899246,0.7296062386967292,0.014040794677403101,0.010749051691858306,0.008516511799428994,0.07204994042854775
tour_idtjnibi1v,0.01640094511694768,0.008492543038268553,0.0007570184029940997,0.25241724790837383,0.2795422573979611,0.4423899948293356
tour_id9mqg4jpi,0.7495678316181044,0.12071894329778103,0.0037802524892011835,0.006222278671554025,0.005756130391826671,0.11395457040003676
tour_id6qtlrlj0,0.13846633529376748,0.04669531472462191,0.0010735460257065995,0.0603032691185266,0.033786215480724836,0.7196753238386424
tour_id7quxawwm,0.5072417189299581,0.09329538803494256,0.0025840267812709886,0.009702617871208982,0.008500400057903803,0.3786758455307478
tour_id37beg9uz,0.4510960368329434,0.3957604880353135,0.006498121267894055,0.005638009812574323,0.00851439434057899,0.13249296042090525
tour_idmul4fjnn,0.10236691365308678,0.021672681528823474,0.000691225167028176,0.1695018287611924,0.15265491173770213,0.5531124390357518
tour_idotkse0oz,0.21826555572763,0.44731549313072816,0.006512397504865067,0.027154589498693472,0.047524711043017254,0.2532272626411224
tour_idctl4gkkk,0.5325296116560763,0.2625211653452079,0.01280664198053378,0.0060560148179771515,0.014233399962799735,0.17185317229100197
tour_idkzhlxsk5,0.36098012230727466,0.4398648805170179,0.024343424865627163,0.008635954836994506,0.011346364256986508,0.15482925577723622
tour_idt8nbpyzu,0.3134163809461932,0.10613226033333131,0.003947068098851226,0.10537179526676463,0.04479086217409167,0.42634163131812297
tour_idlvf31ik8,0.44447585408022244,0.2455130711729276,0.007514502095018573,0.013725036308665096,0.028878680583025798,0.2598928466797453
tour_idbgqv7ifs,0.017934734376655877,0.007641984692359634,0.0007363851333186541,0.33483046152488294,0.2757458003103474,0.3631106366981957
tour_id0prergei,0.01107755140044753,0.004442950778874886,0.0006837513374554888,0.2723289783870756,0.467360096338888,0.24410666116346433
tour_idj7tc65fn,0.20108139677166414,0.05712459490692508,0.0010868638476852174,0.04736787092605668,0.050333559677140045,0.6430057141615672
tour_idm1x1vxbw,0.01730351320765433,0.0068159463445332715,0.0006968496079993304,0.2496489591588425,0.5391593032170662,0.18637542892956582
tour_id21v0cxt1,0.170525177711175,0.6900565570653526,0.007906478892217446,0.01379375728260877,0.021452733962523056,0.09626529997556676
tour_id1mcdpog2,0.056732143479935354,0.019189273060332322,0.0008273948346074726,0.1381889677077225,0.14866463335641242,0.6363975946623248
tour_idhqzs2gq8,0.019703728973573392,0.008133325402156416,0.0008547200474767311,0.2702146451911776,0.30478830601124274,0.39630526348954054
tour_idbjvcvpse,0.0225205681825615,0.010223873590906181,0.0010878468542212417,0.26689984943806333,0.2599638200005606,0.4393040326204613
tour_idqmtjec5c,0.23589040353743287,0.15103420817042626,0.01059189447308275,0.03705000703343881,0.07855691792469649,0.48687656886092284
tour_idjylqwsbx,0.16422888255617388,0.7480550054887071,0.0070612666179632275,0.003410785711415132,0.009324052701969626,0.06792001262812183
tour_id59lpui19,0.02050278935515176,0.004962038840463457,0.0006711856367835087,0.21238827003193053,0.5674376514906843,0.1940380599592698
tour_idfcuq5wgy,0.06954099517900572,0.032617013972831566,0.002355502117127358,0.08115534108804165,0.08831417488020472,0.7260169606555955
tour_id7pyzqpkw,0.15933012619313913,0.7227217065125143,0.02023370508496663,0.005744871771990472,0.026790344353727083,0.06517923805100516
tour_ideb9lf8br,0.3877233403630447,0.5407411545359098,0.010049214659169525,0.007050483885802889,0.003940180838652887,0.05049562629949672
tour_idzogf5dwk,0.26004147220803747,0.09928629915782036,0.0019420774561672632,0.03595730499465388,0.02575731489304816,0.5770155243635613
tour_id41mnpgqc,0.0864299284047135,0.7931529353899791,0.04629500575929482,0.008718421294436623,0.005159396609731704,0.060244312425428916
tour_idmwyzw189,0.008467532452986018,0.0050183316968216655,0.00065214470960135,0.2833714015209261,0.550853351484532,0.15163722489289017
tour_idtjumeoc1,0.20886722546116587,0.6384236381932464,0.016846689458944023,0.009099477047769897,0.009963869398176974,0.11679911091807577
tour_idtncu3vvj,0.03205099465207894,0.009759448221218983,0.0007389235830293548,0.2313456716666869,0.16573854146166198,0.5603664225107996
tour_idzcavo88u,0.005765688539625881,0.004127896920401562,0.0004900747031777987,0.13071800651251925,0.7842759498930587,0.07462239160939321
tour_idkot0odg6,0.02958073194825284,0.010212777219467178,0.0010484297280505344,0.19661219771385946,0.4209185146217856,0.34162736023549367
tour_id8z19zqq4,0.1680201075639358,0.7415644035632046,0.01612480259100604,0.0052613488848801985,0.0077416607583934705,0.06128767850122504
tour_idm10lb8m7,0.12335818678491796,0.036631622287716936,0.002725742972723223,0.10869817795499848,0.0954135438321782,0.6331727250033119
tour_idr3vd82x6,0.7910033202183733,0.12996365907454982,0.009212146934976297,0.010631433030478346,0.004887379616331089,0.054302058214908334
tour_iduzdp7vc3,0.21040723651085835,0.6768204966302465,0.04052572553892842,0.006852715029076965,0.007830118224996616,0.05756369514379235
tour_id095wm8uu,0.15921386057474796,0.07653163116012647,0.0010590357071821623,0.07607228240823653,0.0388679317671151,0.6482552737494144
tour_idfr76spf4,0.6968915801615028,0.12003434703511245,0.010757252450320314,0.011638396900030015,0.010165803869246147,0.15051262493889317
tour_idjs9dcswi,0.23748804576001553,0.6573856825472553,0.0075064435115258146,0.014088048815063155,0.009728974709776031,0.07380280908014665
tour_idz34rclqa,0.31558519702338345,0.24436886467654328,0.0024788473976627163,0.028241668086771383,0.01267148761079027,0.39665394451807473
tour_id68ja64qt,0.31454476130370757,0.08326072393660658,0.0014564383571394628,0.025875522657662263,0.015527040850734006,0.5593355223819989
tour_idxac2uuqv,0.0047051635110006654,0.002945161605361266,0.00043210759049194645,0.09794213126119451,0.8317608410759388,0.06221460907137048
tour_idf8oqfnlm,0.07926955225012255,0.08253528025484959,0.0014235428214422548,0.13291131201501186,0.14794640401821943,0.5559139096298846
tour_idvunzjwfc,0.18702868959624042,0.657773934108626,0.021905372819341004,0.00817015674922353,0.024153520738447093,0.10096833669833172
tour_idw21ciy88,0.08855900716828514,0.8469849892512232,0.019178322570142764,0.0035889318032370846,0.006568253962743206,0.035120499900981254
tour_idh9xqxr96,0.07917030216673557,0.03294897406699973,0.0009184734637062061,0.17672854520909445,0.09216844300135062,0.6180652630816438
tour_idxverh9fy,0.005924375409033254,0.003101376608254949,0.0004067239313813158,0.06748863028811951,0.8571959590998894,0.06588293411034875
tour_idokj8jc82,0.33268416857899674,0.17811014188380386,0.0019504507124201037,0.021289108345436358,0.011049803778754246,0.4549163202977459
tour_id7nzgco3n,0.2907851119088811,0.5785197180137638,0.017460784941845702,0.01218423279193864,0.01504879707353679,0.08600135713267894
tour_idssevzcvv,0.21278426110561977,0.03832452713423152,0.001090439726611626,0.08913199242365469,0.08095240175380627,0.5777163656324673
tour_idpl6n18rb,0.005815231132118456,0.0031876142224610306,0.00045845655462893055,0.11876055920626724,0.7635968829543642,0.10818125677417133
tour_id00ickkxa,0.022227684227726977,0.013699817840397189,0.0006487923637630623,0.34683698535656565,0.17043471391510234,0.44615201677382377
tour_idtc8elj66,0.14051698559093215,0.7619522101425847,0.028289399133428712,0.0068143357919964506,0.014397749818137275,0.048029309278372394
tour_id9jslxdlc,0.13989480190173223,0.7514718465025073,0.04397399334821428,0.006265571127493313,0.008256495681896237,0.050137298888737095
tour_id7l1tqq3l,0.14845799554819816,0.7500869320571857,0.030011164566834603,0.007438265213873271,0.015247338999213244,0.04875829662977556
tour_idarhine53,0.09982721143647282,0.7927375649811915,0.05449253946133971,0.005380065124298749,0.009921173840884877,0.03764144760053437
tour_id1ssjmgtf,0.028214961129497132,0.005051391357818641,0.0007322952098461465,0.13949565688318996,0.6949675436084961,0.13153813862711683
tour_idcjzpvsbd,0.21294014207810225,0.04997057720429896,0.0017256240880506087,0.012630913099440585,0.035444457596840784,0.6872882811602388
tour_idp53f6fg8,0.014735119966220093,0.004555749969416463,0.0006363523593388668,0.22056528370077208,0.580434046118373,0.17907343895100356
tour_idrgw9c70j,0.5930857588182535,0.23928691599102914,0.003952471005350814,0.01102471697532003,0.0107399575575781,0.14191017778982318
tour_idlx2jlzs3,0.22024586023465295,0.11043630590437896,0.0012459537360330112,0.025375630260271856,0.013881689817552119,0.6288145454951961
tour_idjateimuw,0.7438154366283882,0.11509791410502251,0.006405172771277624,0.005613533051210873,0.004391752461443978,0.12467620274060451
tour_idof6v2a2t,0.051513696054719754,0.010842081649024242,0.000858654236786701,0.25970277988639445,0.21890246579675032,0.45818032971049
tour_idbphqzwq0,0.18325895343677437,0.7214292336214592,0.012969657419990475,0.008977247626579206,0.007391587895461892,0.06597333676354117
tour_idnju0d13b,0.39474284077629546,0.4764892981142636,0.025272724846817373,0.006951383760083779,0.01831327481222521,0.07823047990220568
tour_idbtqabgv8,0.23819000845613406,0.28358716718341054,0.00479422667216128,0.1023463014324417,0.03107094321751762,0.3400113528055042
tour_idkzy90idc,0.19498444120258626,0.5729682174860818,0.040164155346282975,0.014629058666771735,0.05345836159899791,0.12379576942456963
tour_idybhcrip4,0.2859202603711303,0.590140069208669,0.025727727011128885,0.005089716372538918,0.007707878666372967,0.08541434196731716
tour_idgo26zwiw,0.06728691121876781,0.5909383514956156,0.27339964371106923,0.006124281141071287,0.0072284326308169194,0.05502238213096573
tour_id6yuxzmbk,0.13421824180183486,0.7420561793027474,0.025492947859514108,0.018875399839352255,0.009692722147395399,0.06966449927026903
tour_idxl466y8a,0.20624507678421303,0.03461757954239411,0.0021665942256568586,0.06537247081137798,0.02797823250719181,0.6636200520663476
tour_idx73vs98v,0.15921489022041382,0.7348805305927353,0.02750851396040527,0.008956523255335651,0.01577026419855581,0.05366927660840094
tour_id3r9btjk4,0.06428430872565644,0.04830596506854906,0.0015303351905450687,0.09670909957927898,0.1760811065557359,0.6130891881398636
tour_idhgq4urqb,0.2670947224202417,0.6134436192841678,0.012891650637578017,0.006161293115876788,0.01872844877316453,0.08168025005290275
tour_idurejxr5g,0.7789991496632347,0.10510359077473157,0.0035602184949928384,0.004329511303596462,0.003950028000392399,0.10405750083172946
tour_id8hmm45yg,0.23793991731971317,0.6676961875060659,0.019496211367459444,0.007047218392568451,0.006166926962647678,0.061653528206997016
tour_id18jsnowr,0.2551248036538624,0.16651220562671964,0.004763473449429418,0.06428718588632831,0.03943095823930686,0.46988137011755493
tour_idgs3jbjvb,0.2762854132710201,0.12283381633800727,0.001984176151253188,0.03407317653821541,0.018472525225574632,0.5463508875282782
tour_idikwsynra,0.06314269583498788,0.012695807789787631,0.0008490465126969706,0.150351331595034,0.04544276511479325,0.7275183586242207
tour_idxexxrypa,0.11317149767346593,0.05167099434290281,0.0028657921789048157,0.054211088602005866,0.055842729464072066,0.7222379040250759
tour_id4vle4re3,0.2986729657248187,0.5771043876577888,0.02128349332156492,0.006902809063937359,0.01013126309815171,0.08590509114545622
tour_id4ktjhmd1,0.43121357231891944,0.21562537416974126,0.02679807953595452,0.03358082345334347,0.01831209323806507,0.27447006357040366
tour_id51l3gvnj,0.19662251217941168,0.6999379619512673,0.010203669575820688,0.017167645909026488,0.0075528438560441835,0.06851536664484467
tour_id8pp1z0qj,0.16349968593749997,0.048645319829926384,0.0010189180575583255,0.07560112389410636,0.08750520745607542,0.6237297507038072
tour_id60ehhnp2,0.11593184169599179,0.7358612647261129,0.04631127681172644,0.0064685634185262025,0.00944908288467854,0.08597795672595598
tour_idpxt0agk9,0.37519724411322397,0.43189041301571646,0.011214117405762924,0.020648900826499693,0.020179915338295412,0.14086941535409836
tour_id8zqbxmj5,0.2934068955252648,0.4531657115434565,0.018885386745843724,0.013900000820189058,0.03665845671263341,0.18398355796583832
tour_idp5ukjn9m,0.0015409960192426073,0.0012374340838203195,0.00017272766070264246,0.023283885779391913,0.9610771268635334,0.012687830350008825
tour_idu7oecbie,0.0035319322860660296,0.0019925490032378927,0.00031894016634838497,0.06689902806613217,0.8818344261934964,0.045423118405745436
tour_id1dr9cikr,0.10983116644017973,0.8042051194562104,0.025929834754178895,0.006432850839972534,0.00813331890730397,0.045467704945541636
tour_id0r3qxbif,0.12311848878670026,0.029213339642725294,0.0010136714552713023,0.1299136280149859,0.10102275830810005,0.6157181220577049
tour_idnox2sywq,0.1289196316387287,0.769594094503501,0.010480819334191264,0.021769602744148638,0.008114419167231317,0.06112142562727978
tour_idy1jgkshd,0.0022757738279274267,0.001845092134958034,0.00026827648065082976,0.04283926725506859,0.9281727217809114,0.02459888388730637
tour_idgww40skh,0.43208236604608513,0.48864643364276183,0.004817798251216914,0.00838909551502841,0.0056786793991742465,0.06038563587688263
tour_ida8jpbqln,0.15043913795481587,0.6631945422100289,0.1244625800194749,0.0042724656699419505,0.015229127495856329,0.04240214234251512
tour_idhyrqzusv,0.12166355824880268,0.02444160312232469,0.0008576266438626363,0.13138946710950306,0.04695411555164652,0.6746936379385943
tour_idhad98cqz,0.2708795854992918,0.5027584051091828,0.007290277071121322,0.03171064169912755,0.019485949738357378,0.16787512993987894
tour_idmwm72g00,0.7747634835292131,0.11294418256700568,0.006898870145025673,0.005337694475868151,0.0051030116634977335,0.09495276204317189
tour_idvwseyhh5,0.09658621736638714,0.8063143465849423,0.028819261429828852,0.007720212148907089,0.008080415733177219,0.05247953556088658
tour_idgcf1yvij,0.014056671203709717,0.006453505392420743,0.0006872587568369818,0.3376414956106023,0.27566551815234047,0.3654955434335093
tour_id3rxtrcif,0.05668580230586595,0.8443851134831202,0.03009535269623221,0.009150217287902128,0.010237892281710563,0.049445627300274
tour_idy8ljrftg,0.35322257695305315,0.4839980558575149,0.030177928761005772,0.019698640810614624,0.012034544601567542,0.10086825371473593
tour_idnp3tf107,0.06168227096755409,0.02048237955738836,0.0007829851200930502,0.07690738166105662,0.09074426533420991,0.7494007120045936
tour_id6flbqbca,0.12440579205916587,0.040107726415273576,0.0009696788618344786,0.08042416712641821,0.058774362929533475,0.6953182630035106
tour_idlwhkzuj1,0.2715599167706114,0.42645179130932764,0.032762123521091896,0.020294177336256627,0.022044811802113873,0.22688717646663079
tour_idyj7ih64p,0.11691732771176225,0.037526524651686766,0.0009832886591786977,0.09816539265022524,0.05369332326654559,0.6927141395681418
tour_idpsajjmyx,0.30976985220236647,0.5677642378195877,0.028772412319157135,0.009557248856626075,0.009165835557974168,0.07497041720240945
tour_iddjm6wl6i,0.08692732887433355,0.023218065866970124,0.0009239231277460274,0.13000025179290542,0.09787666454688382,0.6610537660239918
tour_idtagybv4g,0.3735633011271868,0.4552363401286381,0.04039890580371754,0.011386261222936424,0.022475850908804478,0.09693934080871681
tour_idqafmheqa,0.3907174242161475,0.411513112225069,0.01767480728935468,0.011154309027970887,0.02981752802202111,0.13912281456282402
tour_idyi6los82,0.3480333302651819,0.08262667430116905,0.0015524958029082255,0.09188613555345454,0.058240354433880204,0.41766100329877115
tour_idih1eowcb,0.39440581573047995,0.29325448269355314,0.0452053969460076,0.017036403073943048,0.03604303373341753,0.21405485850937306
tour_id95d3hnoi,0.39628061074757365,0.22952584697856193,0.025111730001685404,0.026260423429100607,0.12095792039614017,0.20186347124090606
tour_idvldrbm0s,0.13526924196693452,0.03447230965662716,0.0008304241608735774,0.11455179060155805,0.07325576382315699,0.6416204806174746
tour_idiu5a5tzw,0.11116519304114929,0.8065493508397354,0.03358453179506929,0.005497738624491535,0.0062970699822689335,0.036906121072390156
tour_idv36rzh7c,0.029873525061860477,0.014756006187280856,0.0011238043740392396,0.23963251939767521,0.5078190280692801,0.20679513064687205
tour_id85njxjsn,0.3953576142725447,0.3301604996375666,0.01450036800926233,0.024853727572772724,0.015488671703922527,0.21963911880393117
tour_ids4xd11vg,0.0895864033260821,0.7960348195692778,0.05824556734172241,0.004715686648467567,0.008575555179367842,0.042841968400743356
tour_ids6e9lk9c,0.22239309630864812,0.3140670831609796,0.003654757389395611,0.03933449721463693,0.013503386316329396,0.40704719136795786
tour_idhprlrkv6,0.156399418018567,0.13771793698541832,0.001233003551775671,0.0835944059822769,0.04570099421658254,0.5753542362977284
tour_id99pyaz9x,0.2709144860091532,0.6747202964056648,0.005036877061946948,0.0032707199401077443,0.004962938322022882,0.041094692738483554
tour_idg7e3ui4n,0.3438864125571392,0.17834060716258576,0.0031097059587530717,0.04447378823008238,0.01893349289261781,0.4112559778319992
tour_idrh37r0j7,0.07256918450067923,0.017421016087353285,0.0010535044827686471,0.17536556586072766,0.2171640789763396,0.516426658241204
tour_iduxrqhcea,0.19830466602313368,0.6541528960851976,0.0197715975323852,0.008090883266114148,0.010639428315531486,0.10904051760176714
tour_id99d7kiwy,0.22866771837641003,0.5596394510901248,0.05942961609275831,0.020202670974006347,0.013030202153761312,0.11903032967140705
tour_idw8wm2o5v,0.03684671075038411,0.011415911216510897,0.0010241385849544438,0.15541558879160922,0.5864706687303185,0.20882697232195888
tour_idqyq9zw0y,0.22880979553109226,0.6285131355164941,0.03982712058964479,0.013733850136466975,0.028480336820760444,0.06063577421122683
tour_idivwq4v1w,0.004107269732666955,0.002681922864366342,0.0004132471287983713,0.09660024454139185,0.8521317744920375,0.0440655300357642
tour_id4xoqo9i1,0.3704161174964659,0.49308710091369945,0.013288124000274154,0.014982634162679944,0.012132357740788722,0.09609365171625334
tour_idnevz5lyh,0.08603221223889904,0.8019095895899706,0.07345759951695505,0.0041768759573704295,0.005474694648679011,0.028949026185480554
tour_idn49b65yc,0.043369879608961395,0.014799588582346916,0.0007030450536998656,0.1313251247472262,0.08113194094151838,0.7286704214154933
tour_idjrta1z0l,0.14489871899132237,0.7539423684888429,0.0319508130108513,0.006023156229679548,0.01016548515310791,0.05301946429620793
tour_idequkopmm,0.19286402606868153,0.2926543522509735,0.0032767564475953076,0.06684016864132186,0.03899271944595182,0.4053719840139801
tour_idkr5a8qhh,0.27556221646211665,0.24210087204567035,0.003514241075796442,0.02731219453836724,0.023476415493049237,0.42803407726522175
tour_idck1i9jpy,0.007741842590869541,0.004111462937227334,0.0005011261385118391,0.13632299510839488,0.7240659677833223,0.12725660672224273
tour_idamsemrsk,0.7371426579089042,0.11569531021762944,0.004642564448344475,0.004813421937985921,0.004011240429611669,0.13369479586071378
tour_ide41cohib,0.10782218139952207,0.8012763913774082,0.007492555149847164,0.053871377301420685,0.005382949876838701,0.02415454163533421
tour_id2capxqan,0.0022757738279274267,0.001845092134958034,0.00026827648065082976,0.04283926725506859,0.9281727217809114,0.02459888388730637
tour_idmkyy3nzt,0.10379428320513691,0.192250191379448,0.003088628962292502,0.10059650184636565,0.05071573463998125,0.5495546718411386
tour_idnhl7qohv,0.08550376123809214,0.019594514220842824,0.0012277508295294982,0.09826749025549113,0.02492440555703527,0.7704820853495898
tour_idh18uxy9f,0.011416960876154774,0.004169401316096826,0.0006793359859427887,0.21900727807034026,0.5243476579464027,0.24037936632893148
tour_idi0vhg24d,0.1310981873411059,0.07629653990143233,0.002137344709038272,0.07999253247706366,0.15543136039525485,0.5550440378536574
tour_ids4vqip7q,0.4665857848297441,0.4303605223846846,0.0050100663505772275,0.00613833360581692,0.008637155930054454,0.08326812944854212
tour_idgejmazuc,0.7623211254659739,0.11221838966486486,0.004747565890535476,0.005532589961782155,0.004557623844956357,0.11062270528830262
tour_idf80dee6z,0.20640214257653305,0.3395104873590265,0.0068717240592834974,0.019835500458128597,0.04295744525694073,0.3844227075078376
tour_id52jj29ct,0.06288404453382614,0.0719732087882754,0.7984048267040507,0.004985223425745088,0.007028823528967585,0.05472387220422794
tour_idmku52s29,0.07990010595045408,0.03626668186703866,0.0010093722505431306,0.1216950471624207,0.09982074424112214,0.6613080581908932
tour_idfj2056k5,0.10188928488975324,0.04073436676898154,0.0010765637387579721,0.11733767666701683,0.05595002921500349,0.6830120913515493
tour_idk3s3sgcv,0.4126336050608451,0.1310108150290963,0.00490450979746133,0.036649834565785466,0.021459392942008323,0.3933418428376342
